id,doi,affiliation_raw,country,country_iso2,source,confidence
10166608,10.1109/CIEEC58067.2023.10166608,"School of Software, Southeast University,Suzhou,China",China,CN,crossref,0.9
10897060,10.1002/9781394279326.ch11,,,,crossref,0.0
10793762,10.1109/UFFC-JS60046.2024.10793762,"University of Trento,Dept. of Information Engineering and Computer Science,Italy",Italy,IT,crossref,0.9
10498169,10.1109/ICICACS60521.2024.10498169,"Shandong Business Institute,School of Art Design,Yantai,China",China,CN,crossref,0.9
9525515,10.1109/AIEA53260.2021.00079,"Henan Key Laboratory of Imaging and Intelligent Processing PLA Strategic Support Force Information Engineering University,Zhengzhou,China",China,CN,crossref,0.9
10774771,10.1109/ICCUBEA61740.2024.10774771,"Pimpri Chinchwad College of Engineering,Computer Department,Pune,India",India,IN,crossref,0.9
11005231,10.1109/WiSPNET64060.2025.11005231,"Society for Eletronic Transactions and Seucrity (SETS),Hardware Security Research Group,Chennai,India",India,IN,crossref,0.9
10974319,10.1109/AIHCIR65563.2024.00013,"School of Computer Science and Information Engineering, Hubei University,Wuhan,China",China,CN,crossref,0.9
11108954,10.1109/APL65034.2025.11108954,"School of Electrical and Information Engineering, University of the Witwatersrand,Johannesburg,South Africa",South Africa,ZA,crossref,0.9
10678704,10.1109/e-Science62913.2024.10678704,"Utrecht University,Utrecht,The Netherlands",Netherlands,NL,crossref,0.9
11137298,10.1109/SATC65530.2025.11137298,Independent Researcher,,,crossref,0.5
10844093,10.1109/ACCESS.2025.3530931,"Department of Electrical and Computer Engineering, College of Engineering and Information Technology, Ajman University, Ajman, United Arab Emirates",United Arab Emirates,AE,crossref,0.9
10930479,10.1109/ACCESS.2025.3552256,"Information Construction Management Office, China Pharmaceutical University, Nanjing, Jiangsu, China",China,CN,crossref,0.9
10743442,10.1109/ICSP62122.2024.10743442,"Chengdu University of Technology,College of Computer Science and Cyber Security (Oxford Brookes College),Chengdu,China",China,CN,crossref,0.9
11025027,10.1109/TEMSCON-ASPAC62480.2024.11025027,"Institut Teknologi Sepuluh Nopember,Department of Business Management,Surabaya,Indonesia",Indonesia,ID,crossref,0.9
10982345,,"{'url': 'https://ieeexplore-ieee-org.crai.referencistas.com/document/10982345', 'isbn': '9781394281305', 'publisher': 'Wiley', 'issn': '', 'doi': '', 'keywords': '', 'abstract': '', 'pages': '323-332', 'number': '', 'volume': '', 'year': '2025', 'title': 'Glossary', 'booktitle': 'GenAI on AWS: A Practical Approach to Building Generative AI Applications on AWS', 'author': 'Bergeret, Olivier and Abbasi, Asif and Farvault, Joel', 'ENTRYTYPE': 'inbook', 'ID': '10982345'}",,,,0.0
10803506,10.1109/MedAI62885.2024.00089,"School of Information Science and Engineering, Shandong Normal University,Jinan,China",China,CN,crossref,0.9
10968513,10.1109/ICMLAS64557.2025.10968513,"Samsung Electronics,Noida,India",India,IN,crossref,0.9
11100283,10.1109/ZINC65316.2025.11100283,"University of Novi Sad,Faculty of Technical Sciences,Department of Computing and Control Engineering,Novi Sad,Serbia",Serbia,RS,crossref,0.9
10828732,10.1109/IC3I61595.2024.10828732,"Saveetha Institute of Medical and Technical Sciences Chennai,Saveetha College of Liberal Arts and Sciences,Department of Computer Applications,India",India,IN,crossref,0.9
11019305,10.1109/ICCCT63501.2025.11019305,"RMK Engineering College,Dept of Artificial Intelligence and Data Science,Kavaraipettai,India",India,IN,crossref,0.9
10274928,10.1109/RoEduNet60162.2023.10274928,"University Politehnica of Bucharest,Bucharest,Romania",Oman,OM,crossref,0.9
10879254,10.1109/JSEN.2025.3538320,"School of Mechanical, Electrical, and Information Engineering, Shandong University, Weihai, China",China,CN,crossref,0.9
9361182,10.1109/ICAICE51518.2020.00071,,,,crossref,0.5
10108162,10.1109/ICBAR58199.2022.00019,"University of Sydney,School of Computer Science,Sydney,Australia",Australia,AU,crossref,0.9
10760979,10.1109/ICSSAS64001.2024.10760979,"Saveetha Institute of Medical and Technical Sciences,Saveetha School of Engineering,Department of Computer Science and Engineering,Chennai,India",India,IN,crossref,0.9
9339146,10.1109/ITAIC49862.2020.9339146,,,,crossref,0.5
10957177,10.1109/ICEAAI64185.2025.10957177,"Qinzhou Power Supply Bureau of Guangxi Power Grid Co., Ltd,Qinzhou,Guangxi,China,535000",China,CN,crossref,0.9
10920590,10.1109/ICSMD64214.2024.10920590,"School of Electrical Engineering and Automation, Anhui University,Hefei,China",China,CN,crossref,0.9
10108310,10.1109/ICBAR58199.2022.00014,"University of California,Santa Barbara,Goleta,United States",United States,US,crossref,0.9
10934534,10.1109/AIIM64537.2024.10934534,"Chengdu University of Information Technology,Chengdu,China",China,CN,crossref,0.9
10575170,10.1109/ICAAIC60222.2024.10575170,"SLB,Houston,TX,USA",United States,US,crossref,0.9
9797676,10.1109/ICAICE54393.2021.00156,"College of Information Engineering China Jiliang University,Hangzhou,China",China,CN,crossref,0.9
10933659,10.1109/ICCBD-AI65562.2024.00057,"Jingdezhen Ceramic University,School of Information Engineering,Jingdezhen,China",China,CN,crossref,0.9
9904077,10.1109/PRAI55851.2022.9904077,"Guangxi Normal University,School of Computer Science and Engineering,Guilin,China",China,CN,crossref,0.9
11160513,10.1109/AIEA66061.2025.11160513,"School of Electrical Information Engineering, Ningxia Institute of Science and Technology,Shizuishan,China,753000",China,CN,crossref,0.9
11022295,10.1109/ACAIT63902.2024.11022295,"Jimei University,School of Music,Xiamen,China",China,CN,crossref,0.9
10165280,10.1109/ICIBA56860.2023.10165280,"State Grid Information &#x0026; Telecommunication Brach,Beijing,China",China,CN,crossref,0.9
11064529,10.1109/ICCSAI64074.2025.11064529,"MM (Deemed to be University), Mullana,Maharishi Markandeshwar Engineering College,Department of Computer Science and Engineering,Ambala,India",India,IN,crossref,0.9
10475264,10.1109/AISP61396.2024.10475264,"Sharif University of Technology,International Campus,Department of Computer Engineering,Kish Island,Iran",United States,US,crossref,0.9
9288175,10.1109/ICTAI50040.2020.00104,,,,crossref,0.5
9688141,10.1109/ICIBA52610.2021.9688141,"School of Science, Shenyang Aerospace University,Shenyang,China,110136",China,CN,crossref,0.9
9743093,10.1109/ICAIS53314.2022.9743093,"Kakatiya Institute of Technology and Science,Department of CSE,Warangal,Telangana,India",India,IN,crossref,0.9
10730244,10.1109/IAI63275.2024.10730244,"Northeastern University,State Key Laboratory of Synthetical Automation for Process Industries,Shenyang,China",China,CN,crossref,0.9
10934487,10.1109/AIIM64537.2024.10934487,"Xi&#x2019;an University of Technology,Xi&#x2019;an,China",China,CN,crossref,0.9
10860191,10.1109/AIVRV63595.2024.10860191,"Information and Communication Company, State Grid Jilin Electric Power Co., Ltd.,Changchun,Jilin,China",China,CN,crossref,0.9
10664887,10.1109/ISEC61299.2024.10664887,Branksome Hall Asia,,,crossref,0.5
11076342,10.1109/ICISS63372.2025.11076342,"Adobe Systems,San Jose,USA",United States,US,crossref,0.9
9832721,10.1109/JSTARS.2022.3192127,"School of Electronics and Information Engineering, Hebei University of Technology, Tianjin, China",China,CN,crossref,0.9
10265249,10.1109/TIFS.2023.3318939,"Guangdong Key Laboratory of Information Security Technology and the School of Computer Science and Engineering, Sun Yat-sen University, Guangzhou, China",China,CN,crossref,0.9
10607852,10.1109/JBHI.2024.3432649,"Department of Electronics and Information Engineering, Jeonbuk National University, Jeonju, South Korea",United Kingdom,GB,crossref,0.9
10721579,10.1109/ACCESS.2024.3483661,"Bioengineering Department, J. B. Speed School of Engineering, University of Louisville, Louisville, KY, USA",United States,US,crossref,0.9
11060533,10.23919/IST-Africa67297.2025.11060533,"Dedan Kimathi University of Technology,Nyeri,Kenya,10100",Kenya,KE,crossref,0.9
10457279,10.1109/ICEIC61013.2024.10457279,"Army,Republic of Korea",,,crossref,0.5
10810680,10.1109/WIFS61860.2024.10810680,"Recod.ai, Institute of Computing, Universidade Estadual de Campinas (UNICAMP),Artificial Intelligence Lab.,Campinas,SP,Brazil",Brazil,BR,crossref,0.9
10131946,10.1109/ACCESS.2023.3279265,"Research Center in Aerospace Technologies (CITAE), Colombian Air Force, Cali, CO, Colombia",Colombia,CO,crossref,0.9
10609905,10.1109/eIT60633.2024.10609905,"University of Evansville,School of Engineering and Computer Science,IN,USA",United States,US,crossref,0.9
8995243,10.1109/ICTAI.2019.00261,,,,crossref,0.5
10920549,10.1109/ICSMD64214.2024.10920549,"School of Mechanical Engineering, Jiangnan University,Wuxi,China",China,CN,crossref,0.9
10974174,10.1109/AIR63653.2024.00015,"German University of Technology in Oman,Computer Science Department,Muscat,Oman",Oman,OM,crossref,0.9
10951427,,"{'url': 'https://ieeexplore-ieee-org.crai.referencistas.com/document/10951427', 'isbn': '9781394249152', 'publisher': 'Wiley', 'issn': '', 'doi': '', 'keywords': 'Biological neural networks;Dogs;Neurons;Deep learning;Generative AI;Artificial neural networks;Writing;Encoding;Training;Shape', 'abstract': 'Summary <p>This chapter covers some of the basics of AI and machine learning. Machine learning is a type of AI that focuses on developing and using computer systems that can learn and adapt without following explicit instructions. Deep learning is a type of machine learning based on artificial neural networks. Natural\\&\\#x2010;language processing (NLP) is the branch of AI concerned with giving computers the capability to understand human language in written and spoken form. NLP can be further divided into two subsets: natural\\&\\#x2010;language understanding and natural\\&\\#x2010;language generation. Transformer models use a self\\&\\#x2010;attention mechanism to find dependencies between inputs and outputs. AI chatbots are language models tuned for conversation. The standard ChatGPT response to even a simple question reads like a high school book report, containing an introduction, an analysis of an issue from multiple viewpoints, and a summary.</p>', 'pages': '37-56', 'number': '', 'volume': '', 'year': '2024', 'title': 'Parsing Machine Learning and Deep Learning', 'booktitle': 'Coding with AI For Dummies', 'author': 'Minnick, Chris', 'ENTRYTYPE': 'inbook', 'ID': '10951427'}",United States,,heuristic,0.3
10908263,10.1109/ATC63255.2024.10908263,"University of Information Technology,Information Security Laboratory,Ho Chi Minh City,Vietnam",,,crossref,0.5
9823913,10.1109/ICACITE53722.2022.9823913,"Chandigarh University,Mohali,India",India,IN,crossref,0.9
10767756,10.1109/TEVC.2024.3506731,"Department of Data Science and Artificial Intelligence, The Hong Kong Polytechnic University, Hong Kong, China",China,CN,crossref,0.9
11005557,10.1109/TNSRE.2025.3570383,"School of Advanced Technology, Xi&#x2019;an Jiaotong-Liverpool University, Suzhou, China",China,CN,crossref,0.9
10472376,10.1109/Healthcom56612.2023.10472376,"School of Artificial Intelligence, Guilin University of Electronic Technology,Guilin,Guangxi,China",China,CN,crossref,0.9
10880572,10.1002/9781394280735.ch16,,,,crossref,0.5
10935540,10.1109/ITME63426.2024.00142,"Shandong Normal University,School of Information Science and Engineering,Jinan,China",China,CN,crossref,0.9
11086491,10.1109/TPAMI.2025.3591018,"School of Computer Science and Engineering and MoE Key Lab of Artificial Intelligence, Shanghai Jiao Tong University, Shanghai, China",China,CN,crossref,0.9
10912343,10.1109/ICEI64305.2024.10912343,"Birla Institute of Technology and Science, Pilani - Dubai Campus,Department of Computer Science,Dubai,UAE",United States,US,crossref,0.9
10193894,10.1109/ECAI58194.2023.10193894,"Web Vortex,Cybersecurity Department,Bucharest,Romania",Oman,OM,crossref,0.9
11077880,,"{'url': 'https://ieeexplore-ieee-org.crai.referencistas.com/document/11077880', 'isbn': '9788770047357', 'publisher': 'River Publishers', 'issn': '', 'doi': '', 'keywords': '', 'abstract': 'This book is an in-depth exploration of brain networks, providing a comprehensive understanding of their structures, functions, and implications for personalization through artificial intelligence. Readers will gain insights into the intricate workings of the brain, making this book an indispensable resource for those seeking a thorough grasp of neuroscience concepts. It offers the seamless integration of neuroscience principles with artificial intelligence applications. The book bridges these two domains, elucidating how advancements in AI draw inspiration from the complexities of the human brain. This interdisciplinary approach sets the book apart, offering readers a holistic view of cutting-edge technologies. Readers can expect practical applications and real-world case studies that illustrate the tangible benefits of the concepts discussed. From personalized healthcare solutions to adaptive learning systems, the book goes beyond theory, empowering readers to apply knowledge in diverse domains. This practical emphasis enhances the book\\&\\#x2019;s relevance for professionals and researchers alike. The inclusion of online enhancements, such as interactive visualizations, downloadable supplementary materials, and engaging video content, transforms the reading experience into an interactive learning journey. This added value distinguishes the book by providing readers with hands-on tools to deepen their understanding and apply newfound knowledge. This book doesn\\&\\#x2019;t just dwell on current technologies; it takes readers into the future by exploring emerging trends at the intersection of neuroscience and artificial intelligence. By delving into potential breakthroughs and innovations, the book equips readers with insights that are forward-thinking and relevant in an ever-evolving technological landscape.', 'pages': '41-66', 'number': '', 'volume': '', 'year': '2025', 'title': '3 Understanding Brain Connectivity: From Synapses to Networks', 'booktitle': 'Brain Networks in Neuroscience: Personalization Unveiled Via Artificial Intelligence', 'ENTRYTYPE': 'inbook', 'ID': '11077880'}",United States,,heuristic,0.3
10902408,10.1109/ACCESS.2025.3545748,"Department of Intelligent Systems and Robotics, Chungbuk National University, Cheongju-si, Chungcheongbuk-do, Republic of Korea",United Kingdom,GB,crossref,0.9
11167566,10.1109/CONIT65521.2025.11167566,"Amrita School of Artificial Intelligence Coimbatore Amrita Vishwa Vidyapeetham,India",India,IN,crossref,0.9
10890943,10.1109/ICASSP49660.2025.10890943,"Shanghai Jiao Tong University,MoE Key Lab of Artificial Intelligence, AI Institute; X-LANCE Lab,Shanghai,China",China,CN,crossref,0.9
10739326,10.1109/ICEECT61758.2024.10739326,"Vishwakarma Institute of Information Technology,Department of Artificial Intelligence and Data Science,Pune,India,411048",India,IN,crossref,0.9
10780708,10.1109/BESC64747.2024.10780708,"School of Artificial Intelligence, Beijing University of Posts and Telecommunications,Beijing,China",China,CN,crossref,0.9
11150277,10.1109/YAC66630.2025.11150277,"Shenyang Aerospace University,College of Artificial Intelligence,Shenyang,China,110136",China,CN,crossref,0.9
9403820,10.1109/ICBASE51474.2020.00072,,,,crossref,0.5
10163173,,"{'url': 'https://ieeexplore-ieee-org.crai.referencistas.com/document/10163173', 'isbn': '9781800569270', 'publisher': 'Packt Publishing', 'issn': '', 'doi': '', 'keywords': '', 'abstract': ""Build, train, and deploy deep learning models quickly and accurately to improve your productivity using PyTorch Lightning WrapperKey FeaturesBecome well-versed with PyTorch Lightning and learn how to implement it in various applicationsSpeed up your research using PyTorch Lightning by creating new loss functions, and architecturesTrain and build new DL applications for images, audio, video, structured and unstructured dataBook DescriptionBuilding and implementing deep learning (DL) is becoming a key skill for those who want to be at the forefront of progress.But with so much information and complex study materials out there, getting started with DL can feel quite overwhelming. Written by an AI thought leader, Deep Learning with PyTorch Lightning helps researchers build their first DL models quickly and easily without getting stuck on the complexities. With its help, you’ll be able to maximize productivity for DL projects while ensuring full flexibility – from model formulation to implementation. Throughout this book, you’ll learn how to configure PyTorch Lightning on a cloud platform, understand the architectural components, and explore how they are configured to build various industry solutions. You’ll build a neural network architecture, deploy an application from scratch, and see how you can expand it based on your specific needs, beyond what the framework can provide. In the later chapters, you’ll also learn how to implement capabilities to build and train various models like Convolutional Neural Nets (CNN), Natural Language Processing (NLP), Time Series, Self-Supervised Learning, Semi-Supervised Learning, Generative Adversarial Network (GAN) using PyTorch Lightning. By the end of this book, you’ll be able to build and deploy DL models with confidence.What you will learnCustomize models that are built for different datasets, model architecturesUnderstand a variety of DL models from image recognition, NLP to time seriesCreate advanced DL models to write poems (Semi-Supervised) or create fake images (GAN)Learn to train on unlabelled images using Self-Supervised Contrastive LearningLearn to use pre-trained models using transfer learning to save computeMake use of out-of-the-box SOTA model architectures using Lightning FlashExplore techniques for model deployment \\& scoring using ONNX formatRun and tune DL models in a multi-GPU environment using mixed-mode precisionsWho this book is forIf you’re a data scientist curious about deep learning but don't know where to start or feel intimidated by the complexities of large neural networks, then this book is for you. Expert data scientists making the transition from other DL frameworks to PyTorch will also find plenty of useful information in this book, as will researchers interested in using PyTorch Lightning as a reference guide. To get started, you’ll need a solid grasp on Python; the book will teach you the rest"", 'pages': '', 'number': '', 'volume': '', 'year': '2022', 'booktitle': 'Deep Learning with PyTorch Lightning: Swiftly build high-performance Artificial Intelligence (AI) models using Python', 'author': 'Sawarkar, Kunal', 'ENTRYTYPE': 'book', 'ID': '10163173'}",United States,,heuristic,0.3
10276257,10.1109/ICOSEC58147.2023.10276257,"Graphic Era Deemed to be University Graphic Era Hill University,Department of Computer Science and Engineering,Dehradun,India",India,IN,crossref,0.9
11136724,10.1109/EAEEIE65428.2025.11136724,"University of York,School of Physics, Engineering and Technology,York,UK",United Kingdom,GB,crossref,0.9
10823299,10.1109/ICICNIS64247.2024.10823299,"Kalasalingam Academy of Research and Education,Department of Computer Applications,Virudhunagar,Tamilnadu",,,crossref,0.5
10791156,10.1109/ISCT62336.2024.10791156,"Universitas Islam Negeri Sunan Kalijaga,Department of Informatics Faculty of Science and Technology,Yogyakarta,Indonesia",Indonesia,ID,crossref,0.9
10932320,10.1109/ICAET63349.2025.10932320,"MKSSS Cummins College of Engineering for Women,Computer Engineering,Pune,India",India,IN,crossref,0.9
9990245,10.1109/ICECTA57148.2022.9990245,"United Arab Emirates University,National Space Science and Technology Center,Al Ain,UAE",United Arab Emirates,AE,crossref,0.9
9970645,10.1109/ICCSI55536.2022.9970645,"Liaoning Petrochemical University, College of artificial intelligence and software engineering,Fushun,Liaoning,China",China,CN,crossref,0.9
10599257,10.1109/ACCESS.2024.3428847,"Faculty of Computer Science and Engineering, Shahid Beheshti University, Tehran, Iran",,,crossref,0.5
9547887,,"{'month': 'June', 'issn': '', 'doi': '', 'keywords': '', 'abstract': 'This paper studies the visual counting problem of the number of winding turns on the micro terminal. Its main task is to distinguish the counting of cross coils and standard coils. Relying on manual counting is not only inefficient but also has large error. In order to improve the work efficiency of product detection, deep learning technology is used to realize automatic counting. The common deep learning counting model is realized by convolution neural network classification, but it can only recognize the fixed number of turns. A full revolution region neural network (FCRN) model is then proposed to solve the winding problem on micro terminal. The model consists of three parts: (a) the Faster RCNN to detect coils from scene images; (b) a FCRN network including a full convolution network (FCN) followed by two ASPP pooling to extract the coil features, and two prediction branches, i.e. a semantic segmentation branch and a regression counting branch to predict the coil segmentation images and to predict the coil turns number, respectively; and, (c) the horizontal projection algorithm to analyse whether the prediction images represent cross coil. The experimental results show that, compared with the counting model directly using CNN classification, the FCRN counting model works well in the environment with fewer samples, and can identify cross coil at the same time of counting, which improves its adaptability and accuracy. Thus, it can improve the detection rate of products.', 'pages': '1-6', 'number': '', 'volume': '', 'year': '2021', 'title': 'A coil counting model based on full convolution regression neural networks', 'booktitle': 'AIIPCC 2021; The Second International Conference on Artificial Intelligence, Information Processing and Cloud Computing', 'author': 'Liang, Xixi and Zhao, Erdun and Li, Ting and Lin, Zhuocheng', 'ENTRYTYPE': 'inproceedings', 'ID': '9547887'}",United States,,heuristic,0.3
10812716,10.1109/ACCESS.2024.3521459,"Department of Computer Engineering, Image Information and Intelligence Laboratory, Faculty of Engineering, Mahidol University, Nakhon Pathom, Thailand",Thailand,TH,crossref,0.9
10880591,10.1002/9781394280735.ch22,,,,crossref,0.5
10414101,10.1109/ACCESS.2024.3358454,"Department of Computer and Information Sciences (DCIS), CIPMA Laboratory, Pakistan Institute of Engineering and Applied Sciences (PIEAS), Islamabad, Pakistan",Pakistan,PK,crossref,0.9
10544960,10.1109/ICICT60155.2024.10544960,"Ramco Institute of Technology,Department of Artificial Intelligence and Data Science,Virudhunagar,India",India,IN,crossref,0.9
10730665,10.1109/AiDAS63860.2024.10730665,"College of Computing, Informatics and Mathematics, Universiti Teknologi MARA,Tapah,Malaysia",Malaysia,MY,crossref,0.9
10725256,10.1109/ICCCNT61001.2024.10725256,"SLB,Houston,TX,USA",United States,US,crossref,0.9
10916843,10.1109/TETCI.2025.3540418,"School of Computer Science and Technology, Tongji University, Shanghai, China",China,CN,crossref,0.9
11152855,10.1109/INFOCOMWKSHPS65812.2025.11152855,"Toshiba Europe Ltd.,Bristol Research and Innovation Laboratory,U.K.",,,crossref,0.5
10892813,10.1109/FIE61694.2024.10892813,"Massachusetts Institute of Technology,MIT Media Lab,Cambridge,MA",United States,US,crossref,0.9
10409100,10.1109/ITAIC58329.2023.10409100,"Sussex Artificial Intelligence Institute, Zhejiang Gongshang University,China",China,CN,crossref,0.9
9207181,10.1109/IJCNN48605.2020.9207181,,,,crossref,0.5
10578670,10.1109/EDUCON60312.2024.10578670,"School of Informatics, University of Pisa,Italy",Italy,IT,crossref,0.9
10220695,10.1109/ICIRCA57980.2023.10220695,"Sardar Vallabhbhai Patel College, Veer Kunwar Singh University,Physics Department,Bhabua, Ara,Bihar",,,crossref,0.5
11023070,10.1109/TNSE.2025.3576322,"School of Information Technology, Deakin University, Geelong, VIC, Australia",Australia,AU,crossref,0.9
9985936,10.1109/ICBAIE56435.2022.9985936,"Chongqing University of Posts and Telecommunications,School of Software Engineering,Chongqing,China",China,CN,crossref,0.9
11050821,10.1109/BotSE67031.2025.00010,"Osaka University,Japan",Japan,JP,crossref,0.9
11103568,10.1109/ZINC65316.2025.11103568,"LabSoft,Novi Sad,Serbia",Serbia,RS,crossref,0.9
9809820,10.1109/TDSC.2022.3186918,"School of Software and the Engineering Research Center of Cyberspace, Yunnan University, Kunming, Yunnan, China",China,CN,crossref,0.9
10363970,10.1109/CSIS-IAC60628.2023.10363970,"Institute of Automation, Chinese Academy of Sciences,State Key Laboratory of Multimodal Artificial Intelligence Systems,Beijing,China,100190",China,CN,crossref,0.9
10511639,10.1109/EDTM58488.2024.10511639,"Samsung,Hwasung,Republic of Korea",,,crossref,0.5
10788858,,"{'url': 'https://ieeexplore-ieee-org.crai.referencistas.com/document/10788858', 'isbn': '9783110668384', 'publisher': 'De Gruyter', 'issn': '', 'doi': '', 'keywords': 'Medical diagnostic imaging;Indexes;Feature extraction;Tumors;Support vector machines;Robot sensing systems;Peer-to-peer computing;Informatics;Generative adversarial networks;Artificial intelligence', 'abstract': '', 'pages': '305-310', 'number': '', 'volume': '', 'year': '2021', 'title': 'Index', 'booktitle': 'Artificial Intelligence for Data-Driven Medical Diagnosis', 'ENTRYTYPE': 'inbook', 'ID': '10788858'}",,,,0.0
10986983,10.1109/EESPE63401.2025.10986983,"Yunnan Minzu University,Kunming,China,650031",China,CN,crossref,0.9
10952356,,"{'url': 'https://ieeexplore-ieee-org.crai.referencistas.com/document/10952356', 'isbn': '9781394219261', 'publisher': 'Wiley', 'issn': '', 'doi': '', 'keywords': 'Artificial intelligence;Education;Generative AI;Chatbots;Pandemics;Buildings;Urban areas;Technological innovation;Navigation;Monitoring', 'abstract': 'Summary <p>This chapter presents some closing thoughts on the concepts covered in the preceding chapters of this book. The book outlines how AI systems are making our dreams as a community come true. There are clear areas where the education system has shortcomings in serving our students, and this is a perfect opportunity to address those head\\&\\#x2010;on. The book also outlines how students will need the skills to use these technologies, protect themselves from the malicious actors who manipulate the technologies to harm others, and contribute meaningfully to society side\\&\\#x2010;by\\&\\#x2010;side as AI technologies take on greater shares of the workload. As AI handles more and more of the routine tasks that make up our day, there will be a shift in the roles of educators. The book provides some ways educators can continue adapting to these changes with the right resources and tools.</p>', 'pages': '218-221', 'number': '', 'volume': '', 'year': '2023', 'title': 'Adapting and Growing with AI in Education', 'booktitle': 'AI and the Future of Education: Teaching in the Age of Artificial Intelligence', 'author': 'Shah, Priten', 'ENTRYTYPE': 'inbook', 'ID': '10952356'}",Mali,,heuristic,0.3
11022004,10.1109/ACAIT63902.2024.11022004,"Ordos Ecological Environmental Vocational College,English Teaching Department for College,Ordos,China",China,CN,crossref,0.9
10913495,10.1109/ESAI62891.2024.10913495,"EST, Moulay Ismail University,IMAGE laboratory,Meknes,Morocco",Morocco,MA,crossref,0.9
9643213,10.1109/ICTAI52525.2021.00061,"Hohai University,School of Computer and Information,Key Laboratory of Water Big Data Technology of Ministry of Water Resources,Nanjing,China",China,CN,crossref,0.9
11137839,10.1109/ICAITA67588.2025.11137839,"Beijing Institute of Fashion Technology,Department of Advertising,Bei Jing,China",China,CN,crossref,0.9
10356488,10.1109/ICTAI59109.2023.00087,"University of East London,Dept. Computer Science and Digital Technologies,London,UK",United Kingdom,GB,crossref,0.9
10708135,10.1109/CoDIT62066.2024.10708135,"Ba&#x015F;kent University,Department of Technology and Knowledge Management,Ankara,Turkey",,,crossref,0.5
11107113,10.1109/MetroLivEnv64961.2025.11107113,"University of Calabria,DIMES,Rende,Italy",Italy,IT,crossref,0.9
9157564,10.1109/CVPR42600.2020.00823,,,,crossref,0.5
10614268,,"{'url': 'https://ieeexplore-ieee-org.crai.referencistas.com/document/10614268', 'isbn': '9788770042314', 'publisher': 'River Publishers', 'issn': '', 'doi': '', 'keywords': '', 'abstract': '""The AI Revolution"" is a practical guide to using new AI tools, such as ChatGPT, DALLE and Midjourney. Learn how to multiply your productivity by guiding or prompting AI in various ways. The book also introduces Microsoft Copilot, Google Bard, and Adobe Photoshop Generative Fill, among other new applications. ChatGPT reached a hundred million users in just two months after its release, faster than any other application before. This marked the advent of the generative AI era. Generative AI models generate text, images, music, videos, and even 3D models in ways previously thought impossible for machines. The book explains in an understandable manner how these AI models work. The book provides examples of how AI increases productivity, which professions are changing or disappearing, and how job markets will evolve in the coming years. With this book, you\'ll learn to recognize the opportunities and risks AI offers. Understand what this change demands from individuals and companies and what strategic skills are required. The book also covers legal questions caused by generative AI, like copyrights, data protection, and AI regulation. It also ponders societal impacts. AI produces content, thus influencing language, culture, and even worldviews. Therefore, it\'s crucial to understand by whom and how AI is trained. The AI revolution started by ChatGPT is just the beginning. This handbook is for you if you want to keep up with the rapid development of AI.', 'pages': '107-124', 'number': '', 'volume': '', 'year': '2024', 'title': '7 At Least Lawyers Have Plenty of Work', 'booktitle': 'AI Revolution: Mastering AI for Personal and Organizational Growth', 'author': 'Ojanperä, Tero', 'ENTRYTYPE': 'inbook', 'ID': '10614268'}",United States,,heuristic,0.3
10707879,10.1109/MIPR62202.2024.00071,"College of Science and Engineering, Hamad Bin Khalifa University,Doha,Qatar",Qatar,QA,crossref,0.9
9967399,10.1109/MITP.2022.3168790,"Indian Institute of Information Technology and Management-Kerala (IIITM-K), Trivandrum, India",India,IN,crossref,0.9
11098641,10.1109/MCOM.001.2400394,"Ericsson Research,Sweden",Sweden,SE,crossref,0.9
11019764,10.1109/ICCCT63501.2025.11019764,"K S Rangasamy College of Technology,Department of Computer Science and Engineering,Namakkal,India",India,IN,crossref,0.9
10546022,10.1109/CSNT60213.2024.10546022,"Lovely Professional University,Phagwara",,,crossref,0.5
9106415,10.1109/TII.2020.2998818,,,,crossref,0.5
8932813,10.1109/RITAPP.2019.8932813,,,,crossref,0.5
10953204,10.1002/9781394172092.ch1,,,,crossref,0.5
8476290,10.1109/ACCESS.2018.2872695,,,,crossref,0.5
10113627,10.1109/ACCESS.2023.3272032,"Department of Computer Science, Faculty of Computers and Information, Kafrelsheikh University, Kafrelsheikh, Egypt",Egypt,EG,crossref,0.9
11098884,10.1109/ACCESS.2025.3593498,"School of Computing, University of Colombo, Colombo, Sri Lanka",Sri Lanka,LK,crossref,0.9
10025749,10.1109/ACCESS.2023.3239786,"Computer Engineering Department, Faculty of Engineering, Cairo University, Giza, Egypt",Egypt,EG,crossref,0.9
10381195,10.1109/DSC59305.2023.00063,"School of Information, RENMIN UNIVERSITY of CHINA,Beijing,China",China,CN,crossref,0.9
10356776,10.1109/LSP.2023.3342649,"College of Automation and College of Artificial Intelligence, Nanjing University of Posts and Telecommunications, Nanjing, China",China,CN,crossref,0.9
10642894,10.1109/IGARSS53475.2024.10642894,"Guangdong Laboratory of Artificial Intelligence and Digital Economy (SZ),Shenzhen,China,518107",China,CN,crossref,0.9
10379614,10.1109/MNET.2023.3349309,"Cyber Security and Information Law, Chongqing University of Posts and Telecommunications, Chongqing, China",China,CN,crossref,0.9
